SEASON,TEAM,SPLIT,GP,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,DREB/G,OREB/G,REB/G,A/G,TO/G,STL/G,BLK/G,PF/G,PPG,OFF_EFF,NET_EFF
2011,manitoba,Away,11.0,220.0,668.0,32.9,45.0,183.0,24.6,145.0,213.0,68.1,12.2,19.5,31.6,7.6,22.4,9.2,0.9,21.5,57.3,0.808,-0.318
2011,manitoba,Wins,6.0,161.0,403.0,40.0,37.0,90.0,41.1,69.0,97.0,71.1,13.2,25.7,38.8,11.7,21.0,12.3,1.0,18.7,71.3,0.951,0.137
2011,manitoba,Losses,16.0,316.0,973.0,32.5,64.0,249.0,25.7,188.0,277.0,67.9,13.7,20.4,34.1,8.5,24.0,10.1,1.3,19.4,55.3,0.777,-0.314
2011,manitoba,October,3.0,47.0,163.0,28.8,11.0,51.0,21.6,44.0,57.0,77.2,14.0,26.0,40.0,6.3,22.3,5.7,1.3,18.0,49.7,0.793,-0.291
2011,manitoba,November,5.0,110.0,312.0,35.3,30.0,83.0,36.1,51.0,79.0,64.6,12.6,25.2,37.8,12.0,23.8,8.8,1.0,18.4,60.2,0.818,-0.215
2011,manitoba,December,1.0,15.0,53.0,28.3,5.0,20.0,25.0,9.0,12.0,75.0,8.0,20.0,28.0,8.0,24.0,8.0,2.0,16.0,44.0,0.638,-0.319
2011,manitoba,January,7.0,163.0,422.0,38.6,27.0,74.0,36.5,71.0,103.0,68.9,13.1,17.9,31.0,9.3,25.6,13.4,1.6,19.3,60.6,0.833,-0.179
2011,manitoba,February,6.0,142.0,426.0,33.3,28.0,111.0,25.2,82.0,123.0,66.7,15.5,21.8,37.3,9.0,20.2,12.0,0.8,20.8,65.7,0.868,-0.104
2011,regina,Total,16.0,414.0,941.0,44.0,97.0,245.0,39.6,217.0,329.0,66.0,11.7,29.4,41.1,14.6,23.5,9.0,2.7,16.3,71.4,1.011,0.115
2011,regina,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,regina,Home,6.0,148.0,347.0,42.7,36.0,78.0,46.2,94.0,136.0,69.1,12.3,32.7,45.0,14.5,23.5,8.2,3.8,16.8,71.0,1.029,0.221
2011,regina,Away,10.0,266.0,594.0,44.8,61.0,167.0,36.5,123.0,193.0,63.7,11.3,27.5,38.8,14.6,23.5,9.5,2.0,15.9,71.6,1.0,0.051
2011,regina,Wins,12.0,311.0,700.0,44.4,70.0,180.0,38.9,174.0,261.0,66.7,11.5,32.0,43.5,14.8,22.5,9.3,2.6,15.2,72.2,1.041,0.237
2011,regina,Losses,4.0,103.0,241.0,42.7,27.0,65.0,41.5,43.0,68.0,63.2,12.3,21.8,34.0,14.0,26.5,8.0,3.0,19.5,69.0,0.926,-0.261
2011,regina,November,5.0,131.0,301.0,43.5,31.0,91.0,34.1,58.0,89.0,65.2,12.8,29.0,41.8,17.2,22.6,9.4,3.0,16.8,70.2,1.003,0.237
2011,regina,December,2.0,53.0,117.0,45.3,11.0,28.0,39.3,18.0,29.0,62.1,11.5,17.5,29.0,14.5,27.5,13.5,1.5,19.0,67.5,0.906,-0.251
2011,regina,January,3.0,77.0,182.0,42.3,15.0,46.0,32.6,42.0,62.0,67.7,11.7,35.7,47.3,12.0,21.7,9.0,1.0,11.7,70.3,0.995,0.125
2011,regina,February,6.0,153.0,341.0,44.9,40.0,80.0,50.0,99.0,149.0,66.4,10.8,30.7,41.5,13.7,23.8,7.2,3.7,17.2,74.2,1.062,0.129
2011,saskatchewan,Total,24.0,676.0,1478.0,45.7,171.0,465.0,36.8,350.0,493.0,71.0,12.5,22.1,34.6,16.8,18.3,14.3,0.9,18.2,78.0,1.158,0.297
2011,saskatchewan,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,saskatchewan,Home,11.0,312.0,656.0,47.6,91.0,232.0,39.2,175.0,236.0,74.2,10.1,19.6,29.7,16.3,17.4,14.6,0.2,19.2,80.9,1.209,0.202
2011,saskatchewan,Away,13.0,364.0,822.0,44.3,80.0,233.0,34.3,175.0,257.0,68.1,14.5,24.2,38.7,17.2,19.2,14.1,1.5,17.3,75.6,1.115,0.372
2011,saskatchewan,Wins,22.0,622.0,1353.0,46.0,157.0,423.0,37.1,334.0,470.0,71.1,12.7,22.5,35.2,17.2,18.2,14.7,0.9,18.0,78.9,1.177,0.343
2011,saskatchewan,Losses,2.0,54.0,125.0,43.2,14.0,42.0,33.3,16.0,23.0,69.6,10.5,17.0,27.5,11.5,20.0,10.5,0.5,19.5,69.0,0.958,-0.224
2011,saskatchewan,October,4.0,104.0,234.0,44.4,25.0,71.0,35.2,44.0,63.0,69.8,10.5,22.3,32.8,15.0,21.8,13.3,1.0,18.8,69.3,0.993,0.027
2011,saskatchewan,November,6.0,154.0,352.0,43.8,50.0,135.0,37.0,105.0,142.0,73.9,12.8,21.2,34.0,16.5,16.0,13.8,0.2,18.2,77.2,1.248,0.355
2011,saskatchewan,January,8.0,242.0,516.0,46.9,55.0,136.0,40.4,106.0,158.0,67.1,13.8,22.1,35.9,17.4,18.4,16.5,1.0,16.0,80.6,1.166,0.437
2011,saskatchewan,February,6.0,176.0,376.0,46.8,41.0,123.0,33.3,95.0,130.0,73.1,11.8,22.8,34.7,17.3,18.3,12.7,1.3,20.7,81.3,1.176,0.239
2011,thompsonrivers,Total,22.0,515.0,1480.0,34.8,134.0,471.0,28.5,260.0,387.0,67.2,15.0,27.9,42.8,12.8,20.2,10.6,3.0,17.0,64.8,0.894,-0.004
2011,thompsonrivers,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,thompsonrivers,Home,12.0,276.0,812.0,34.0,87.0,284.0,30.6,138.0,202.0,68.3,15.3,30.8,46.0,14.0,22.6,10.7,3.7,18.4,64.8,0.863,0.014
2011,thompsonrivers,Away,10.0,239.0,668.0,35.8,47.0,187.0,25.1,122.0,185.0,65.9,14.6,24.4,39.0,11.3,17.3,10.6,2.2,15.3,64.9,0.934,-0.025
2011,thompsonrivers,Wins,9.0,235.0,624.0,37.7,53.0,170.0,31.2,91.0,137.0,66.4,15.1,28.3,43.4,13.4,19.7,10.9,3.2,16.3,68.4,0.926,0.19
2011,thompsonrivers,Losses,13.0,280.0,856.0,32.7,81.0,301.0,26.9,169.0,250.0,67.6,14.8,27.5,42.4,12.3,20.5,10.5,2.8,17.5,62.3,0.871,-0.137
2011,thompsonrivers,October,4.0,100.0,290.0,34.5,21.0,68.0,30.9,54.0,82.0,65.9,16.5,20.5,37.0,7.3,14.0,10.0,1.5,21.5,69.3,0.989,0.029
2011,thompsonrivers,November,8.0,194.0,558.0,34.8,49.0,176.0,27.8,102.0,146.0,69.9,17.0,29.6,46.6,13.5,21.9,11.8,3.5,15.1,67.4,0.903,0.125
2011,thompsonrivers,January,6.0,126.0,385.0,32.7,44.0,157.0,28.0,73.0,108.0,67.6,13.3,29.7,43.0,14.0,23.0,12.0,3.0,19.0,61.5,0.833,-0.198
2011,thompsonrivers,February,4.0,95.0,247.0,38.5,20.0,70.0,28.6,31.0,51.0,60.8,11.8,29.0,40.8,15.0,18.8,7.0,3.5,13.3,60.3,0.876,-0.021
2011,trinitywestern,Total,24.0,478.0,1436.0,33.3,66.0,261.0,25.3,299.0,443.0,67.5,13.8,23.3,37.0,10.0,25.7,10.2,3.0,18.8,55.0,0.767,-0.203
2011,trinitywestern,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,trinitywestern,Home,12.0,226.0,726.0,31.1,39.0,140.0,27.9,152.0,225.0,67.6,11.9,22.3,34.3,8.8,24.3,10.8,2.7,18.4,53.6,0.735,-0.197
2011,trinitywestern,Away,12.0,252.0,710.0,35.5,27.0,121.0,22.3,147.0,218.0,67.4,15.6,24.2,39.8,11.3,27.1,9.5,3.3,19.1,56.5,0.8,-0.21
2011,trinitywestern,Wins,3.0,82.0,206.0,39.8,14.0,45.0,31.1,34.0,49.0,69.4,15.3,23.3,38.7,17.0,21.3,15.3,2.7,21.7,70.7,0.946,0.266
2011,trinitywestern,Losses,21.0,396.0,1230.0,32.2,52.0,216.0,24.1,265.0,394.0,67.3,13.5,23.2,36.8,9.0,26.3,9.4,3.0,18.3,52.8,0.74,-0.269
2011,trinitywestern,October,4.0,76.0,227.0,33.5,14.0,45.0,31.1,63.0,99.0,63.6,11.3,18.3,29.5,10.5,24.8,10.3,1.8,19.0,57.3,0.815,-0.15
2011,trinitywestern,November,8.0,139.0,483.0,28.8,23.0,94.0,24.5,91.0,127.0,71.7,13.1,19.5,32.6,8.1,23.3,11.0,3.0,16.6,49.0,0.695,-0.325
2011,trinitywestern,December,2.0,44.0,98.0,44.9,7.0,21.0,33.3,26.0,39.0,66.7,10.5,30.0,40.5,12.0,33.5,12.0,5.5,21.0,60.5,0.84,-0.138
2011,trinitywestern,January,6.0,116.0,343.0,33.8,12.0,57.0,21.1,81.0,119.0,68.1,13.3,25.8,39.2,9.5,27.7,6.3,2.3,21.5,54.2,0.758,-0.34
2011,trinitywestern,February,4.0,103.0,285.0,36.1,10.0,44.0,22.7,38.0,59.0,64.4,19.8,28.5,48.3,13.3,24.8,13.3,4.0,17.5,63.5,0.833,0.138
2011,ubc,Total,24.0,631.0,1484.0,42.5,114.0,348.0,32.8,279.0,405.0,68.9,12.7,25.3,37.9,16.5,20.0,11.6,4.5,16.0,69.0,0.998,0.132
2011,ubc,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,ubc,Home,12.0,302.0,705.0,42.8,50.0,175.0,28.6,141.0,219.0,64.4,13.3,26.7,39.9,18.3,22.0,10.5,5.7,14.6,66.3,0.981,0.126
2011,ubc,Away,12.0,329.0,779.0,42.2,64.0,173.0,37.0,138.0,186.0,74.2,12.1,23.8,35.9,14.7,17.9,12.8,3.3,17.3,71.7,1.013,0.137
2011,ubc,Wins,17.0,474.0,1044.0,45.4,90.0,246.0,36.6,205.0,303.0,67.7,12.1,26.6,38.7,18.0,19.9,12.4,4.5,15.3,73.1,1.056,0.283
2011,ubc,Losses,7.0,157.0,440.0,35.7,24.0,102.0,23.5,74.0,102.0,72.5,14.0,22.0,36.0,12.7,20.0,9.7,4.3,17.6,58.9,0.855,-0.248
2011,ubc,October,4.0,93.0,253.0,36.8,15.0,52.0,28.8,56.0,75.0,74.7,11.8,22.3,34.0,13.8,22.5,10.5,4.5,18.0,64.3,0.868,-0.035
2011,ubc,November,8.0,217.0,468.0,46.4,38.0,113.0,33.6,94.0,135.0,69.6,11.3,25.4,36.6,18.5,20.6,12.0,4.9,15.4,70.8,1.042,0.161
2011,ubc,January,6.0,159.0,364.0,43.7,37.0,100.0,37.0,65.0,103.0,63.1,13.2,25.3,38.5,16.8,19.5,12.5,4.3,14.7,70.0,1.045,0.386
2011,ubc,February,6.0,162.0,399.0,40.6,24.0,83.0,28.9,64.0,92.0,69.6,14.7,27.0,41.7,15.2,17.8,11.0,4.0,16.7,68.7,0.986,-0.042
2011,ufv,Total,24.0,570.0,1469.0,38.8,178.0,489.0,36.4,293.0,434.0,67.5,11.8,25.3,37.0,13.6,19.3,10.6,1.4,19.6,67.1,0.977,0.002
2011,ufv,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,ufv,Home,12.0,309.0,779.0,39.7,91.0,254.0,35.8,126.0,185.0,68.1,12.8,25.7,38.5,14.0,16.4,11.1,1.1,19.5,69.6,1.016,0.093
2011,ufv,Away,12.0,261.0,690.0,37.8,87.0,235.0,37.0,167.0,249.0,67.1,10.7,24.8,35.5,13.2,22.1,10.1,1.8,19.8,64.7,0.938,-0.089
2011,ufv,Wins,12.0,313.0,755.0,41.5,97.0,249.0,39.0,162.0,243.0,66.7,12.3,25.8,38.0,14.8,17.9,13.1,1.6,19.0,73.8,1.075,0.256
2011,ufv,Losses,12.0,257.0,714.0,36.0,81.0,240.0,33.8,131.0,191.0,68.6,11.3,24.8,36.0,12.4,20.6,8.1,1.3,20.3,60.5,0.879,-0.257
2011,ufv,October,2.0,55.0,122.0,45.1,12.0,28.0,42.9,21.0,41.0,51.2,13.5,25.5,39.0,14.0,15.5,12.0,1.5,20.0,71.5,1.135,0.306
2011,ufv,November,8.0,179.0,457.0,39.2,55.0,144.0,38.2,74.0,115.0,64.3,9.9,25.8,35.6,13.4,22.5,7.4,1.8,19.4,60.9,0.873,-0.191
2011,ufv,December,2.0,40.0,115.0,34.8,13.0,32.0,40.6,42.0,56.0,75.0,11.5,20.5,32.0,12.0,23.0,15.0,0.5,16.5,67.5,0.978,0.138
2011,ufv,January,6.0,139.0,384.0,36.2,46.0,139.0,33.1,78.0,106.0,73.6,11.8,25.2,37.0,12.2,17.0,11.0,0.8,21.5,67.0,0.969,-0.086
2011,ufv,February,6.0,157.0,391.0,40.2,52.0,146.0,35.6,78.0,116.0,67.2,13.7,26.2,39.8,15.7,17.2,12.5,1.8,19.0,74.0,1.078,0.203
2011,victoria,Total,22.0,553.0,1342.0,41.2,102.0,315.0,32.4,306.0,458.0,66.8,12.5,24.5,37.1,13.5,18.5,11.3,1.6,14.4,68.8,1.029,0.154
2011,victoria,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,victoria,Home,11.0,284.0,680.0,41.8,34.0,130.0,26.2,167.0,251.0,66.5,13.6,25.5,39.2,14.5,19.1,12.0,1.9,15.5,69.9,1.039,0.181
2011,victoria,Away,11.0,269.0,662.0,40.6,68.0,185.0,36.8,139.0,207.0,67.1,11.5,23.5,35.0,12.6,17.8,10.5,1.3,13.2,67.7,1.018,0.126
2011,victoria,Wins,14.0,386.0,854.0,45.2,72.0,192.0,37.5,209.0,319.0,65.5,12.6,24.5,37.1,15.0,18.4,12.7,1.8,14.0,75.2,1.127,0.338
2011,victoria,Losses,8.0,167.0,488.0,34.2,30.0,123.0,24.4,97.0,139.0,69.8,12.4,24.6,37.0,11.0,18.6,8.8,1.3,15.0,57.6,0.857,-0.167
2011,victoria,October,4.0,111.0,219.0,50.7,16.0,37.0,43.2,65.0,89.0,73.0,8.8,29.3,38.0,14.8,22.3,11.0,1.3,14.3,75.8,1.11,0.216
2011,victoria,November,7.0,179.0,419.0,42.7,28.0,82.0,34.1,111.0,157.0,70.7,13.6,25.4,39.0,13.0,18.1,9.7,2.3,16.1,71.0,1.102,0.212
2011,victoria,January,7.0,183.0,449.0,40.8,42.0,128.0,32.8,83.0,143.0,58.0,13.1,20.3,33.4,14.0,16.4,13.1,0.9,12.4,70.1,1.04,0.215
2011,victoria,February,4.0,80.0,255.0,31.4,16.0,68.0,23.5,47.0,69.0,68.1,13.5,25.8,39.3,12.5,18.8,11.0,2.0,14.8,55.8,0.808,-0.105
2011,winnipeg,Total,23.0,565.0,1461.0,38.7,150.0,466.0,32.2,295.0,409.0,72.1,15.6,25.7,41.2,13.6,19.2,10.9,2.8,16.3,68.5,1.02,0.166
2011,winnipeg,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,winnipeg,Home,10.0,238.0,662.0,36.0,61.0,206.0,29.6,126.0,174.0,72.4,19.5,26.3,45.8,13.2,19.0,10.8,3.5,16.4,66.3,1.009,0.2
2011,winnipeg,Away,13.0,327.0,799.0,40.9,89.0,260.0,34.2,169.0,235.0,71.9,12.5,25.2,37.7,13.9,19.3,10.9,2.3,16.2,70.2,1.028,0.141
2011,winnipeg,Wins,19.0,482.0,1209.0,39.9,126.0,387.0,32.6,258.0,359.0,71.9,15.5,26.5,42.0,14.7,18.9,11.1,3.2,15.7,70.9,1.059,0.258
2011,winnipeg,Losses,4.0,83.0,252.0,32.9,24.0,79.0,30.4,37.0,50.0,74.0,15.8,21.8,37.5,8.5,20.5,10.0,1.3,19.3,56.8,0.838,-0.278
2011,winnipeg,October,1.0,25.0,64.0,39.1,3.0,16.0,18.8,12.0,19.0,63.2,14.0,27.0,41.0,16.0,16.0,12.0,7.0,20.0,65.0,0.985,0.262
2011,winnipeg,November,8.0,171.0,461.0,37.1,42.0,134.0,31.3,105.0,144.0,72.9,15.9,21.9,37.8,11.0,21.5,9.4,2.6,16.6,61.1,0.966,0.036
2011,winnipeg,December,1.0,25.0,68.0,36.8,3.0,13.0,23.1,14.0,17.0,82.4,24.0,30.0,54.0,9.0,26.0,12.0,4.0,15.0,67.0,0.957,0.319
2011,winnipeg,January,7.0,167.0,479.0,34.9,50.0,164.0,30.5,75.0,107.0,70.1,16.1,28.9,45.0,13.7,18.3,11.9,2.9,16.7,65.6,0.929,0.054
2011,winnipeg,February,6.0,177.0,389.0,45.5,52.0,139.0,37.4,89.0,122.0,73.0,13.3,26.0,39.3,17.3,16.5,11.3,2.2,15.0,82.5,1.213,0.424
2012,acadia,Total,19.0,555.0,1342.0,41.4,140.0,372.0,37.6,279.0,372.0,75.0,12.3,27.2,39.5,18.3,15.2,8.8,3.1,17.2,80.5,1.094,0.173
2012,acadia,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,acadia,Home,9.0,283.0,647.0,43.7,76.0,194.0,39.2,131.0,173.0,75.7,12.3,27.2,39.6,19.4,14.6,8.9,3.4,18.2,85.9,1.159,0.221
2012,acadia,Away,10.0,272.0,695.0,39.1,64.0,178.0,36.0,148.0,199.0,74.4,12.2,27.2,39.4,17.3,15.7,8.8,2.8,16.2,75.6,1.036,0.128
2012,acadia,Wins,16.0,487.0,1147.0,42.5,126.0,330.0,38.2,242.0,324.0,74.7,11.9,27.2,39.1,18.5,14.6,9.0,3.2,17.4,83.9,1.129,0.225
2012,acadia,Losses,3.0,68.0,195.0,34.9,14.0,42.0,33.3,37.0,48.0,77.1,14.0,27.3,41.3,17.3,18.3,8.0,2.7,16.0,62.3,0.899,-0.119
2012,acadia,November,5.0,146.0,344.0,42.4,37.0,105.0,35.2,81.0,109.0,74.3,13.2,26.0,39.2,16.8,17.4,9.0,3.2,16.6,82.0,1.123,0.232
2012,acadia,January,6.0,185.0,438.0,42.2,45.0,114.0,39.5,89.0,118.0,75.4,11.7,27.2,38.8,20.0,12.0,8.0,3.7,16.0,84.0,1.145,0.225
2012,acadia,February,8.0,224.0,560.0,40.0,58.0,153.0,37.9,109.0,145.0,75.2,12.1,28.0,40.1,18.0,16.1,9.4,2.6,18.4,76.9,1.039,0.096
2012,capebreton,Total,20.0,602.0,1388.0,43.4,111.0,323.0,34.4,304.0,417.0,72.9,14.3,22.2,36.5,19.0,16.9,10.8,2.2,15.8,81.0,1.124,0.176
2012,capebreton,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,capebreton,Home,11.0,341.0,740.0,46.1,67.0,182.0,36.8,153.0,209.0,73.2,14.2,21.4,35.5,24.2,17.5,11.6,1.6,14.8,82.0,1.162,0.267
2012,capebreton,Away,9.0,261.0,648.0,40.3,44.0,141.0,31.2,151.0,208.0,72.6,14.3,23.2,37.6,12.7,16.2,9.9,2.9,17.1,79.7,1.078,0.067
2012,capebreton,Wins,15.0,478.0,1053.0,45.4,99.0,250.0,39.6,224.0,302.0,74.2,14.5,22.5,36.9,21.3,16.0,11.7,2.2,15.9,85.3,1.189,0.281
2012,capebreton,Losses,5.0,124.0,335.0,37.0,12.0,73.0,16.4,80.0,115.0,69.6,13.6,21.4,35.0,12.0,19.6,8.4,2.2,15.8,68.0,0.932,-0.141
2012,capebreton,November,5.0,140.0,336.0,41.7,31.0,82.0,37.8,81.0,106.0,76.4,12.0,21.2,33.2,17.2,16.0,8.6,3.0,16.6,78.4,1.101,0.183
2012,capebreton,December,1.0,24.0,65.0,36.9,1.0,16.0,6.3,16.0,22.0,72.7,20.0,26.0,46.0,17.0,29.0,8.0,1.0,16.0,65.0,0.878,-0.08
2012,capebreton,January,8.0,239.0,546.0,43.8,39.0,113.0,34.5,118.0,159.0,74.2,13.0,23.0,36.0,19.9,17.9,11.9,1.9,15.9,79.4,1.085,0.132
2012,capebreton,February,6.0,199.0,441.0,45.1,40.0,112.0,35.7,89.0,130.0,68.5,16.8,21.3,38.2,19.7,14.3,11.8,2.2,15.2,87.8,1.237,0.276
2012,dalhousie,Total,20.0,534.0,1366.0,39.1,72.0,239.0,30.1,277.0,392.0,70.7,16.6,25.7,42.3,16.6,16.9,8.1,1.8,18.8,70.8,1.033,-0.011
2012,dalhousie,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,dalhousie,Home,9.0,239.0,631.0,37.9,30.0,112.0,26.8,138.0,195.0,70.8,22.9,29.1,52.0,15.9,15.6,10.7,2.1,19.2,71.8,1.143,0.123
2012,dalhousie,Away,11.0,295.0,735.0,40.1,42.0,127.0,33.1,139.0,197.0,70.6,11.5,22.9,34.4,17.3,18.0,5.9,1.5,18.5,70.1,0.955,-0.107
2012,dalhousie,Wins,8.0,235.0,561.0,41.9,40.0,106.0,37.7,118.0,170.0,69.4,17.6,28.3,45.9,17.9,14.9,10.1,2.0,19.6,78.5,1.165,0.265
2012,dalhousie,Losses,12.0,299.0,805.0,37.1,32.0,133.0,24.1,159.0,222.0,71.6,15.9,24.0,39.9,15.8,18.3,6.7,1.6,18.3,65.8,0.947,-0.193
2012,dalhousie,November,5.0,131.0,356.0,36.8,20.0,54.0,37.0,68.0,97.0,70.1,16.0,25.6,41.6,17.4,16.6,7.0,1.0,16.4,70.0,0.975,-0.084
2012,dalhousie,January,8.0,208.0,550.0,37.8,22.0,100.0,22.0,104.0,152.0,68.4,17.6,25.5,43.1,16.6,17.0,9.0,1.9,17.9,67.8,0.994,-0.04
2012,dalhousie,February,7.0,195.0,460.0,42.4,30.0,85.0,35.3,105.0,143.0,73.4,15.9,26.0,41.9,16.1,17.0,7.7,2.1,21.6,75.0,1.122,0.078
2012,memorial,Total,19.0,510.0,1179.0,43.3,148.0,380.0,38.9,251.0,322.0,78.0,7.8,25.5,33.3,20.6,20.6,7.1,2.6,16.9,74.7,0.998,-0.003
2012,memorial,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,memorial,Home,10.0,281.0,615.0,45.7,78.0,194.0,40.2,141.0,180.0,78.3,7.9,23.8,31.7,24.8,19.5,7.3,3.7,16.1,78.1,1.068,0.028
2012,memorial,Away,9.0,229.0,564.0,40.6,70.0,186.0,37.6,110.0,142.0,77.5,7.8,27.3,35.1,15.9,21.9,6.9,1.3,17.8,70.9,0.923,-0.034
2012,memorial,Wins,10.0,295.0,643.0,45.9,96.0,211.0,45.5,159.0,201.0,79.1,8.3,25.6,33.9,21.6,19.8,8.0,3.0,18.8,84.5,1.115,0.145
2012,memorial,Losses,9.0,215.0,536.0,40.1,52.0,169.0,30.8,92.0,121.0,76.0,7.3,25.3,32.7,19.4,21.6,6.1,2.1,14.8,63.8,0.864,-0.171
2012,memorial,November,6.0,163.0,379.0,43.0,49.0,125.0,39.2,99.0,123.0,80.5,8.7,24.2,32.8,20.2,20.0,5.7,2.0,18.2,79.0,1.06,0.07
2012,memorial,January,8.0,214.0,513.0,41.7,58.0,159.0,36.5,103.0,131.0,78.6,6.9,23.5,30.4,21.3,20.6,8.1,2.5,16.4,73.6,0.945,-0.089
2012,memorial,February,5.0,133.0,287.0,46.3,41.0,96.0,42.7,49.0,68.0,72.1,8.4,30.2,38.6,20.0,21.4,7.2,3.4,16.2,71.2,1.011,0.053
2012,saintmarys,Total,20.0,515.0,1299.0,39.6,108.0,326.0,33.1,313.0,422.0,74.2,12.7,24.6,37.3,12.4,16.1,8.6,3.0,16.4,72.5,1.061,0.051
2012,saintmarys,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,saintmarys,Home,10.0,275.0,690.0,39.9,50.0,157.0,31.8,159.0,216.0,73.6,17.1,28.0,45.1,11.8,15.6,8.8,3.2,16.9,75.9,1.124,0.117
2012,saintmarys,Away,10.0,240.0,609.0,39.4,58.0,169.0,34.3,154.0,206.0,74.8,8.2,21.2,29.4,13.1,16.6,8.3,2.8,15.8,69.2,0.999,-0.014
2012,saintmarys,Wins,12.0,322.0,784.0,41.1,68.0,192.0,35.4,171.0,234.0,73.1,13.4,25.5,38.9,12.8,15.4,9.5,2.8,16.4,73.6,1.093,0.196
2012,saintmarys,Losses,8.0,193.0,515.0,37.5,40.0,134.0,29.9,142.0,188.0,75.5,11.5,23.3,34.8,11.9,17.1,7.1,3.4,16.3,71.0,1.014,-0.158
2012,saintmarys,November,6.0,168.0,388.0,43.3,44.0,114.0,38.6,92.0,116.0,79.3,11.7,22.8,34.5,15.3,16.0,8.5,2.5,16.7,78.7,1.14,0.181
2012,saintmarys,December,1.0,24.0,57.0,42.1,7.0,12.0,58.3,14.0,23.0,60.9,8.0,18.0,26.0,14.0,23.0,15.0,2.0,19.0,69.0,0.958,0.08
2012,saintmarys,January,6.0,153.0,397.0,38.5,27.0,85.0,31.8,99.0,138.0,71.7,15.5,28.0,43.5,11.8,16.5,8.2,3.7,17.8,72.0,1.072,0.084
2012,saintmarys,February,7.0,170.0,457.0,37.2,30.0,115.0,26.1,108.0,145.0,74.5,11.7,24.1,35.9,10.3,14.9,8.0,3.0,14.4,68.3,0.998,-0.095
2012,stfx,Total,20.0,526.0,1369.0,38.4,98.0,287.0,34.1,291.0,452.0,64.4,12.6,23.7,36.3,15.8,18.1,8.9,1.9,19.2,72.0,0.974,-0.037
2012,stfx,Exhibition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,stfx,Home,9.0,240.0,671.0,35.8,46.0,144.0,31.9,142.0,211.0,67.3,14.3,23.3,37.7,15.3,17.6,8.6,2.1,18.3,74.2,0.954,0.045
2012,stfx,Away,11.0,286.0,698.0,41.0,52.0,143.0,36.4,149.0,241.0,61.8,11.1,24.0,35.1,16.3,18.5,9.2,1.6,19.9,70.3,0.991,-0.112
2012,stfx,Wins,10.0,280.0,703.0,39.8,52.0,144.0,36.1,156.0,242.0,64.5,11.5,24.3,35.8,17.6,15.4,8.9,2.2,18.2,76.8,1.035,0.159
2012,stfx,Losses,10.0,246.0,666.0,36.9,46.0,143.0,32.2,135.0,210.0,64.3,13.6,23.1,36.7,14.1,20.8,8.9,1.5,20.2,67.3,0.912,-0.239
